0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.54356E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3.26307E-07	3.26307E-07	0	0	0	3.26307E-07	3.26307E-07	3.26307E-07	0	0	1.7841E-07	1.7841E-07	0	0	4.69651E-09	4.69651E-09	0
0	0	0	0	0	0	0	0	3.26307E-07	3.26307E-07	0	0	0	3.26307E-07	3.26307E-07	3.26307E-07	0	0	1.7841E-07	1.7841E-07	0	0	4.69651E-09	4.69651E-09	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3.26307E-07	3.26307E-07	0	0	0	3.26307E-07	3.26307E-07	3.26307E-07	0	0	1.7841E-07	1.7841E-07	0	0	4.69651E-09	4.69651E-09	0
0	0	0	0	0	0	0	0	3.26307E-07	3.26307E-07	0	0	0	3.26307E-07	3.26307E-07	3.26307E-07	0	0	1.7841E-07	1.7841E-07	0	0	4.69651E-09	4.69651E-09	0
0	0	0	0	0	0	0	0	3.26307E-07	3.26307E-07	0	0	0	3.26307E-07	3.26307E-07	3.26307E-07	0	0	1.7841E-07	1.7841E-07	0	0	4.69651E-09	4.69651E-09	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.7841E-07	1.7841E-07	0	0	0	1.7841E-07	1.7841E-07	1.7841E-07	0	0	2.61556E-07	2.61556E-07	0	0	4.74893E-09	4.74893E-09	0
0	0	0	0	0	0	0	0	1.7841E-07	1.7841E-07	0	0	0	1.7841E-07	1.7841E-07	1.7841E-07	0	0	2.61556E-07	2.61556E-07	0	0	4.74893E-09	4.74893E-09	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4.69651E-09	4.69651E-09	0	0	0	4.69651E-09	4.69651E-09	4.69651E-09	0	0	4.74893E-09	4.74893E-09	0	0	7.0572E-09	7.0572E-09	0
0	0	0	0	0	0	0	0	4.69651E-09	4.69651E-09	0	0	0	4.69651E-09	4.69651E-09	4.69651E-09	0	0	4.74893E-09	4.74893E-09	0	0	7.0572E-09	7.0572E-09	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
